ID,Endpoint,Assay,Value,Unit,Standardized_Value,Peptidic_Type,Source
MC-3985,ER,MDCK,2,,2,Non,10.1016/j.bmcl.2010.10.140
MC-3985,ER,MDCK,10,,10,Non,10.1016/j.bmcl.2010.10.140
MC-3985,Papp,MDCK,0.1,10^-6 cm/s,-7,Non,10.1016/j.bmcl.2010.10.140
MC-3985,Papp,MDCK,0.1,10^-6 cm/s,-7,Non,10.1016/j.bmcl.2010.10.140
MC-3986,Papp,PAMPA,12,nm/s,-5.921,Non,10.1016/j.bmcl.2012.02.039
MC-3987,Papp AB,Caco-2,2.4,10^7cm/s,-6.619788758,Semi,10.1021/jm050277f
MC-3987,Papp AB,Caco-2,0.94,10^7cm/s,-7.026872146,Semi,10.1021/jm050277f
MC-3987,Papp AB,Caco-2,10.4,10^7cm/s,-5.982966661,Semi,10.1021/jm050277f
MC-3987,Papp BA,Caco-2,9,10^7cm/s,-6.045757491,Semi,10.1021/jm050277f
MC-3987,Papp BA,Caco-2,10.9,10^7cm/s,-5.962573502,Semi,10.1021/jm050277f
MC-3987,Papp BA,Caco-2,5.9,10^7cm/s,-6.229147988,Semi,10.1021/jm050277f
MC-3987,Papp BA,Caco-2,34.5,10^7cm/s,-5.462180905,Semi,10.1021/jm050277f
MC-3987,ER,Caco-2,3.3,,3.3,Semi,10.1021/jm050277f
MC-3987,Papp AB,Caco-2,4.8,10^7cm/s,-6.318758763,Semi,10.1021/jm050277f
MC-3987,ER,Caco-2,2.5,,2.5,Semi,10.1021/jm050277f
MC-3987,ER,Caco-2,12,,12,Semi,10.1021/jm050277f
MC-3987,ER,Caco-2,1.9,,1.9,Semi,10.1021/jm050277f
MC-3988,Papp,PAMPA,9.3,10^-6 cm/s,-5.032,Non,10.1021/jm200326p
MC-3988,Papp AB,Caco-2,16,10^-6 cm/s,-4.796,Non,10.1021/jm200326p
MC-3989,Papp,PAMPA,1.9,10^-6 cm/s,-5.721,Non,10.1021/acs.jmedchem.8b01259
MC-3990,Papp,PAMPA,16.8,10^-6 cm/s,-4.775,Non,10.1021/jm200326p
MC-3991,Papp,PAMPA,10.1,10^-6 cm/s,-4.996,Non,10.1021/jm200326p
MC-3992,Papp,PAMPA,15.8,10^-6 cm/s,-4.801,Non,10.1021/jm200326p
MC-3993,Papp,PAMPA,3.93,10^-6 cm/s,-5.406,Non,10.1021/jm200326p
MC-3994,Papp,Caco-2,5.43±1.32,10^-6 cm/s,-5.265,Semi,10.1021/jm070836d
MC-3995,Papp,Caco-2,2.73±0.79,10^-6 cm/s,-5.564,Semi,10.1021/jm070836d
MC-3995,Papp,OTHER,4.2±0.27,10^-6 cm/s,-5.377,Semi,10.1021/jm070836d
MC-3996,Papp,Caco-2,1.5±0.5,10^-6 cm/s,-5.824,Semi,10.1021/jm070836d
MC-3996,Papp,OTHER,5.02±1.8,10^-6 cm/s,-5.299,Semi,10.1021/jm070836d
MC-3997,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Pep,10.1021/jm701044r
MC-3998,Papp,Caco-2,1.56±0.26,10^-6 cm/s,-5.807,Non,10.1021/jm070836d
MC-3998,Papp,OTHER,4.87±0.44,10^-6 cm/s,-5.312,Non,10.1021/jm070836d
MC-3999,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Semi,10.1021/jm701044r
MC-4000,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Semi,10.1021/jm701044r
MC-4001,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Semi,10.1021/jm701044r
MC-4002,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Semi,10.1021/jm701044r
MC-4003,Papp,Caco-2,0.3,10^-7 cm/s,-7.523,Semi,10.1021/jm701044r
MC-4004,Papp,MDCK,2.5,10^-6 cm/s,-5.602,Non,10.1021/acs.jmedchem.0c01033
MC-4004,ER,Caco-2,2,,2,Non,10.1021/jm400164c
MC-4005,Papp,Caco-2,19±5.5,10^-6 cm/s,-4.721,Semi,10.1021/jm701093y
MC-4006,Papp,Caco-2,18.8±4.39,10^-6 cm/s,-4.726,Semi,10.1021/jm701093y
MC-4007,Papp,PAMPA,0,10^-6 cm/s,,Semi,10.1016/j.bmcl.2021.128354
MC-4008,Papp AB,Caco-2,0.09,10^-6 cm/s,-7.046,Non,10.1039/c2md20203d
MC-4008,Papp,RRCK,0.3,10^-6 cm/s,-6.523,Non,10.1021/ml500239m
MC-4008,Papp AB,RRCK,0.3,10^-6 cm/s,-6.523,Non,10.1039/c2md20203d
MC-4009,Papp,RRCK,0.2,10^-6 cm/s,-6.699,Semi,10.1021/ml500239m
MC-4009,Papp AB,RRCK,0.2,10^-6 cm/s,-6.699,Semi,10.1039/c2md20203d
MC-4010,Papp AB,RRCK,0.2,10^-6 cm/s,-6.699,Non,10.1039/c2md20203d
MC-4011,Papp AB,RRCK,0.7,10^-6 cm/s,-6.155,Non,10.1039/c2md20203d
MC-4012,Papp AB,RRCK,1.4,10^-6 cm/s,-5.854,Non,10.1039/c2md20203d
MC-4013,Papp AB,RRCK,1.2,10^-6 cm/s,-5.921,Non,10.1039/c2md20203d
MC-4014,Papp AB,RRCK,0.6,10^-6 cm/s,-6.222,Non,10.1039/c2md20203d
MC-4015,Papp,RRCK,5.5,10^-6 cm/s,-5.26,Non,10.1021/ml500239m
MC-4015,Papp AB,RRCK,5.5,10^-6 cm/s,-5.26,Non,10.1039/c2md20203d
MC-4016,Papp AB,RRCK,1.3,10^-6 cm/s,-5.886,Non,10.1039/c2md20203d
MC-4016,Papp,RRCK,1.3,10^-6 cm/s,-5.886,Non,10.1021/ml500239m
MC-4017,Papp AB,RRCK,5.8,10^-6 cm/s,-5.237,Non,10.1039/c2md20203d
MC-4018,Papp AB,RRCK,0.2,10^-6 cm/s,-6.699,Non,10.1039/c2md20203d
MC-4019,Papp,RRCK,0.6,10^-6 cm/s,-6.222,Non,10.1021/ml500239m
MC-4019,Papp AB,RRCK,0.4,10^-6 cm/s,-6.398,Non,10.1039/c2md20203d
MC-4019,Papp AB,Caco-2,0.36,10^-6 cm/s,-6.444,Non,10.1039/c2md20203d
MC-4020,Papp AB,RRCK,4.7,10^-6 cm/s,-5.328,Non,10.1039/c2md20203d
MC-4020,Papp,RRCK,4.7,10^-6 cm/s,-5.328,Non,10.1021/ml500239m
MC-4021,Papp,RRCK,8.9,10^-6 cm/s,-5.051,Semi,10.1021/ml500239m
MC-4021,Papp AB,RRCK,3.2,10^-6 cm/s,-5.495,Semi,10.1039/c2md20203d
MC-4022,Papp AB,RRCK,1.6,10^-6 cm/s,-5.796,Non,10.1039/c2md20203d
MC-4022,Papp AB,Caco-2,3.3,10^-6 cm/s,-5.481,Non,10.1039/c2md20203d
MC-4022,Papp,RRCK,1.6,10^-6 cm/s,-5.796,Non,10.1021/ml500239m
MC-4023,ER,MDCK,4.2,,4.2,Non,10.1021/jm500261q
MC-4024,ER,MDCK,6,,6,Non,10.1021/jm500261q
MC-4025,ER,MDCK,5.5,,5.5,Non,10.1021/jm500261q
MC-4026,ER,MDCK,2.2,,2.2,Non,10.1021/jm500261q
MC-4027,ER,MDCK,3.1,,3.1,Non,10.1021/jm500261q
MC-4028,ER,MDCK,2.8,,2.8,Non,10.1021/jm500261q
MC-4029,ER,MDCK,2,,2,Non,10.1021/jm500261q
MC-4030,ER,MDCK,9.2,,9.2,Non,10.1021/jm500261q
MC-4031,ER,MDCK,6.7,,6.7,Non,10.1021/jm500261q
MC-4032,ER,MDCK,2,,2,Non,10.1021/jm500261q
MC-4033,ER,RRCK,1.3,,1.3,Non,10.1021/jm500261q
MC-4033,ER,MDCK,1.5,,1.5,Non,10.1021/jm500261q
MC-4033,ER,RRCK,1.5,,1.5,Non,10.1016/j.ejmech.2017.04.032
MC-4033,Papp AB,RRCK,19.3,10^-6 cm/s,-4.714,Non,10.1016/j.ejmech.2017.04.032
MC-4033,Papp BA,RRCK,28,10^-6 cm/s,-4.553,Non,10.1016/j.ejmech.2017.04.032
MC-4034,ER,MDCK,20.2,,20.2,Non,10.1021/jm500261q
MC-4035,ER,MDCK,5.8,,5.8,Non,10.1021/jm500261q
MC-4036,Papp,RRCK,1.7,10^-6 cm/s,-5.77,Pep,10.1021/ml5002823
MC-4037,Papp,RRCK,2,10^-6 cm/s,-5.699,Pep,10.1021/ml5002823
MC-4037,Papp,RRCK,1,10^-6 cm/s,-6,Pep,10.1021/ml5002823
MC-4038,Papp,RRCK,1,10^-6 cm/s,-6,Pep,10.1021/ml5002823
MC-4038,Papp,RRCK,2,10^-6 cm/s,-5.699,Pep,10.1021/ml5002823
MC-4039,Papp,RRCK,0.5,10^-6 cm/s,-6.301,Semi,10.1021/ml500239m
MC-4040,Papp,RRCK,4.1,10^-6 cm/s,-5.387,Non,10.1021/ml500239m
MC-4041,Papp,RRCK,6.1,10^-6 cm/s,-5.215,Non,10.1021/ml500239m
MC-4042,Papp,RRCK,1.8,10^-6 cm/s,-5.745,Semi,10.1021/ml500239m
MC-4042,Papp,PAMPA,1.24,10^-6 cm/s,-5.907,Semi,10.1016/j.ejmech.2015.04.049
MC-4042,Papp AB,Caco-2,1.23,10^-6 cm/s,-5.91,Semi,10.1016/j.ejmech.2015.04.049
MC-4043,Papp,RRCK,0.1,10^-6 cm/s,-7,Non,10.1021/ml500239m
MC-4044,Papp,PAMPA,111,nm/s,-4.955,Semi,10.1016/j.bmc.2014.11.034
MC-4045,Papp,PAMPA,415,nm/s,-4.382,Semi,10.1016/j.bmc.2014.11.034
MC-4046,Papp,PAMPA,144,nm/s,-4.842,Semi,10.1016/j.bmc.2014.11.034
MC-4047,Papp,PAMPA,346.667,nm/s,-4.46,Semi,10.1016/j.bmc.2014.11.034
MC-4048,Papp,PAMPA,363,nm/s,-4.44,Non,10.1016/j.bmc.2014.11.034
MC-4049,Papp,PAMPA,350,nm/s,-4.456,Semi,10.1016/j.bmc.2014.11.034
MC-4050,Papp,PAMPA,170,nm/s,-4.77,Semi,10.1016/j.bmc.2014.11.034
MC-4051,Papp,PAMPA,130,nm/s,-4.886,Semi,10.1016/j.bmc.2014.11.034
MC-4052,Papp,PAMPA,303.333,nm/s,-4.518,Semi,10.1016/j.bmc.2014.11.034
MC-4053,Papp,PAMPA,185,nm/s,-4.733,Semi,10.1016/j.bmc.2014.11.034
MC-4054,Papp,PAMPA,300,nm/s,-4.523,Semi,10.1016/j.bmc.2014.11.034
MC-4055,Papp,PAMPA,200,nm/s,-4.699,Semi,10.1016/j.bmc.2014.11.034
MC-4056,Papp,PAMPA,13.5,nm/s,-5.87,Semi,10.1016/j.bmc.2014.11.034
MC-4057,Papp,PAMPA,6.5,nm/s,-6.187,Semi,10.1016/j.bmc.2014.11.034
MC-4058,Papp,PAMPA,6.5,nm/s,-6.187,Semi,10.1016/j.bmc.2014.11.034
MC-4059,Papp,PAMPA,10.5,nm/s,-5.979,Semi,10.1016/j.bmc.2014.11.034
MC-4060,Papp AB,Caco-2,0.37,10^-6 cm/s,-6.432,Semi,10.1016/j.ejmech.2015.04.049
MC-4060,Papp,PAMPA,0.59,10^-6 cm/s,-6.229,Semi,10.1016/j.ejmech.2015.04.049
MC-4060,Papp,PAMPA,41,nm/s,-5.387,Semi,10.1016/j.bmc.2014.11.034
MC-4061,Papp,PAMPA,0.09,10^-6 cm/s,-7.046,Semi,10.1016/j.ejmech.2015.04.049
MC-4061,Papp AB,Caco-2,0.2,10^-6 cm/s,-6.699,Semi,10.1016/j.ejmech.2015.04.049
MC-4062,Papp,PAMPA,0.67,10^-6 cm/s,-6.174,Semi,10.1016/j.ejmech.2015.04.049
MC-4062,Papp AB,Caco-2,11.88,10^-6 cm/s,-4.925,Semi,10.1016/j.ejmech.2015.04.049
MC-4063,Papp AB,Caco-2,13.9,10^-6 cm/s,-4.857,Non,10.1016/j.ejmech.2015.04.049
MC-4063,Papp,PAMPA,2.3,10^-6 cm/s,-5.638,Non,10.1016/j.ejmech.2015.04.049
MC-4064,Papp AB,Caco-2,0.59,10^-6 cm/s,-6.229,Semi,10.1016/j.ejmech.2015.04.049
MC-4064,Papp,PAMPA,0.11,10^-6 cm/s,-6.959,Semi,10.1016/j.ejmech.2015.04.049
MC-4065,Papp,PAMPA,3.33,10^-6 cm/s,-5.478,Semi,10.1016/j.ejmech.2015.04.049
MC-4065,Papp AB,Caco-2,9.46,10^-6 cm/s,-5.024,Semi,10.1016/j.ejmech.2015.04.049
MC-4066,Papp,PAMPA,0.19,10^-6 cm/s,-6.721,Semi,10.1016/j.ejmech.2015.04.049
MC-4066,Papp AB,Caco-2,0.21,10^-6 cm/s,-6.678,Semi,10.1016/j.ejmech.2015.04.049
MC-4067,Papp,PAMPA,0.28,10^-6 cm/s,-6.553,Semi,10.1016/j.ejmech.2015.04.049
MC-4067,Papp AB,Caco-2,0.36,10^-6 cm/s,-6.444,Semi,10.1016/j.ejmech.2015.04.049
MC-4068,Papp AB,Caco-2,17.47,10^-6 cm/s,-4.758,Semi,10.1016/j.ejmech.2015.04.049
MC-4068,Papp,PAMPA,2.53,10^-6 cm/s,-5.597,Semi,10.1016/j.ejmech.2015.04.049
MC-4069,Papp,PAMPA,1.67,10^-6 cm/s,-5.777,Semi,10.1016/j.ejmech.2015.04.049
MC-4069,Papp AB,Caco-2,5.95,10^-6 cm/s,-5.225,Semi,10.1016/j.ejmech.2015.04.049
MC-4070,Papp,PAMPA,0.41,10^-6 cm/s,-6.387,Semi,10.1016/j.ejmech.2015.04.049
MC-4070,Papp AB,Caco-2,3.06,10^-6 cm/s,-5.514,Semi,10.1016/j.ejmech.2015.04.049
MC-4071,Papp AB,Caco-2,0.27,10^-6 cm/s,-6.569,Semi,10.1016/j.ejmech.2015.04.049
MC-4071,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4072,Papp,PAMPA,0.07,10^-6 cm/s,-7.155,Semi,10.1016/j.ejmech.2015.04.049
MC-4072,Papp AB,Caco-2,0.58,10^-6 cm/s,-6.237,Semi,10.1016/j.ejmech.2015.04.049
MC-4073,Papp AB,Caco-2,0.72,10^-6 cm/s,-6.143,Pep,10.1016/j.ejmech.2015.04.049
MC-4073,Papp,PAMPA,0.02,10^-6 cm/s,-7.699,Pep,10.1016/j.ejmech.2015.04.049
MC-4074,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4074,Papp AB,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4075,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4075,Papp AB,Caco-2,0.09,10^-6 cm/s,-7.046,Semi,10.1016/j.ejmech.2015.04.049
MC-4076,Papp,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4076,Papp,PAMPA,0.03,10^-6 cm/s,-7.523,Semi,10.1016/j.ejmech.2015.04.049
MC-4077,Papp,PAMPA,0.35,10^-6 cm/s,-6.456,Non,10.1016/j.ejmech.2015.04.049
MC-4077,Papp,Caco-2,1.08,10^-6 cm/s,-5.967,Non,10.1016/j.ejmech.2015.04.049
MC-4078,Papp,Caco-2,0.1,10^-6 cm/s,-7,Semi,10.1016/j.ejmech.2015.04.049
MC-4078,Papp,PAMPA,0.16,10^-6 cm/s,-6.796,Semi,10.1016/j.ejmech.2015.04.049
MC-4079,Papp,PAMPA,0.07,10^-6 cm/s,-7.155,Semi,10.1016/j.ejmech.2015.04.049
MC-4079,Papp,Caco-2,0.63,10^-6 cm/s,-6.201,Semi,10.1016/j.ejmech.2015.04.049
MC-4080,Papp,PAMPA,0.93,10^-6 cm/s,-6.032,Semi,10.1016/j.ejmech.2015.04.049
MC-4080,Papp,Caco-2,4.77,10^-6 cm/s,-5.321,Semi,10.1016/j.ejmech.2015.04.049
MC-4081,Papp,PAMPA,0.03,10^-6 cm/s,-7.523,Semi,10.1016/j.ejmech.2015.04.049
MC-4081,Papp,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4082,Papp,PAMPA,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4082,Papp BA,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4083,Papp,PAMPA,0.1,10^-6 cm/s,-7,Semi,10.1016/j.ejmech.2015.04.049
MC-4083,Papp AB,Caco-2,0.1,10^-6 cm/s,-7,Semi,10.1016/j.ejmech.2015.04.049
MC-4084,Papp AB,Caco-2,12.03,10^-6 cm/s,-4.92,Semi,10.1016/j.ejmech.2015.04.049
MC-4084,Papp,PAMPA,0.41,10^-6 cm/s,-6.387,Semi,10.1016/j.ejmech.2015.04.049
MC-4085,Papp,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4085,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4086,Papp,Caco-2,0.24,10^-6 cm/s,-6.62,Semi,10.1016/j.ejmech.2015.04.049
MC-4086,Papp,PAMPA,0.37,10^-6 cm/s,-6.432,Semi,10.1016/j.ejmech.2015.04.049
MC-4087,Papp,Caco-2,0.11,10^-6 cm/s,-6.959,Semi,10.1016/j.ejmech.2015.04.049
MC-4087,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4088,Papp,Caco-2,0.11,10^-6 cm/s,-6.959,Semi,10.1016/j.ejmech.2015.04.049
MC-4088,Papp,PAMPA,0,10^-6 cm/s,,Semi,10.1016/j.ejmech.2015.04.049
MC-4089,Papp,PAMPA,0.04,10^-6 cm/s,-7.398,Pep,10.1016/j.ejmech.2015.04.049
MC-4089,Papp,Caco-2,0.11,10^-6 cm/s,-6.959,Pep,10.1016/j.ejmech.2015.04.049
MC-4090,Papp,PAMPA,0.01,10^-6 cm/s,-8,Pep,10.1016/j.ejmech.2015.04.049
MC-4090,Papp,Caco-2,0.06,10^-6 cm/s,-7.222,Pep,10.1016/j.ejmech.2015.04.049
MC-4091,Papp,PAMPA,0.02,10^-6 cm/s,-7.699,Pep,10.1016/j.ejmech.2015.04.049
MC-4091,Papp,Caco-2,0.46,10^-6 cm/s,-6.337,Pep,10.1016/j.ejmech.2015.04.049
MC-4092,Papp,PAMPA,0.01,10^-6 cm/s,-8,Pep,10.1016/j.ejmech.2015.04.049
MC-4092,Papp,Caco-2,0.02,10^-6 cm/s,-7.699,Pep,10.1016/j.ejmech.2015.04.049
MC-4093,Papp,PAMPA,0.02,10^-6 cm/s,-7.699,Pep,10.1016/j.ejmech.2015.04.049
MC-4093,Papp,Caco-2,0.04,10^-6 cm/s,-7.398,Pep,10.1016/j.ejmech.2015.04.049
MC-4094,Papp,PAMPA,0,10^-6 cm/s,,Semi,10.1016/j.ejmech.2015.04.049
MC-4094,Papp BA,Caco-2,6.82,10^-6 cm/s,-5.166,Semi,10.1016/j.ejmech.2015.04.049
MC-4095,Papp,PAMPA,0,10^-6 cm/s,,Semi,10.1016/j.ejmech.2015.04.049
MC-4095,Papp AB,Caco-2,1.7,10^-6 cm/s,-5.77,Semi,10.1016/j.ejmech.2015.04.049
MC-4096,Papp,PAMPA,0.02,10^-6 cm/s,-7.699,Semi,10.1016/j.ejmech.2015.04.049
MC-4096,Papp AB,Caco-2,0.17,10^-6 cm/s,-6.77,Semi,10.1016/j.ejmech.2015.04.049
MC-4097,Papp AB,Caco-2,0.1,10^-6 cm/s,-7,Semi,10.1016/j.ejmech.2015.04.049
MC-4097,Papp,PAMPA,0.01,10^-6 cm/s,-8,Semi,10.1016/j.ejmech.2015.04.049
MC-4098,Papp AB,Caco-2,1.43,10^-6 cm/s,-5.845,Semi,10.1016/j.ejmech.2015.04.049
MC-4098,Papp,PAMPA,1.61,10^-6 cm/s,-5.793,Semi,10.1016/j.ejmech.2015.04.049
MC-4099,Papp,PAMPA,0.09,10^-6 cm/s,-7.046,Semi,10.1016/j.ejmech.2015.04.049
MC-4099,Papp AB,Caco-2,0.1,10^-6 cm/s,-7,Semi,10.1016/j.ejmech.2015.04.049
MC-4100,Papp AB,Caco-2,0.14,10^-6 cm/s,-6.854,Semi,10.1016/j.ejmech.2015.04.049
MC-4100,Papp,PAMPA,0.11,10^-6 cm/s,-6.959,Semi,10.1016/j.ejmech.2015.04.049
MC-4101,Papp AB,Caco-2,12.02,10^-6 cm/s,-4.92,Semi,10.1016/j.ejmech.2015.04.049
MC-4101,Papp,PAMPA,3.49,10^-6 cm/s,-5.457,Semi,10.1016/j.ejmech.2015.04.049
MC-4102,Papp,PAMPA,0.77,10^-6 cm/s,-6.114,Semi,10.1016/j.ejmech.2015.04.049
MC-4102,Papp AB,Caco-2,1.68,10^-6 cm/s,-5.775,Semi,10.1016/j.ejmech.2015.04.049
MC-4103,Papp AB,Caco-2,7.83,10^-6 cm/s,-5.106,Semi,10.1016/j.ejmech.2015.04.049
MC-4103,Papp,PAMPA,0.76,10^-6 cm/s,-6.119,Semi,10.1016/j.ejmech.2015.04.049
MC-4104,Papp,PAMPA,1.29,10^-6 cm/s,-5.889,Semi,10.1016/j.ejmech.2015.04.049
MC-4104,Papp AB,Caco-2,9.13,10^-6 cm/s,-5.04,Semi,10.1016/j.ejmech.2015.04.049
MC-4105,Papp,PAMPA,0.96,10^-6 cm/s,-6.018,Semi,10.1016/j.ejmech.2015.04.049
MC-4105,Papp AB,Caco-2,10.76,10^-6 cm/s,-4.968,Semi,10.1016/j.ejmech.2015.04.049
MC-4106,Papp AB,Caco-2,7.75,10^-6 cm/s,-5.111,Semi,10.1016/j.ejmech.2015.04.049
MC-4106,Papp,PAMPA,1.51,10^-6 cm/s,-5.821,Semi,10.1016/j.ejmech.2015.04.049
MC-4107,Papp AB,Caco-2,11.33,10^-6 cm/s,-4.946,Semi,10.1016/j.ejmech.2015.04.049
MC-4107,Papp,PAMPA,1.31,10^-6 cm/s,-5.883,Semi,10.1016/j.ejmech.2015.04.049
MC-4108,Papp AB,Caco-2,21.8,10^-6 cm/s,-4.662,Semi,10.1016/j.ejmech.2015.04.049
MC-4108,Papp,PAMPA,3.83,10^-6 cm/s,-5.417,Semi,10.1016/j.ejmech.2015.04.049
MC-4109,Papp AB,Caco-2,5.45,10^-6 cm/s,-5.264,Semi,10.1016/j.ejmech.2015.04.049
MC-4109,Papp,PAMPA,1.11,10^-6 cm/s,-5.955,Semi,10.1016/j.ejmech.2015.04.049
MC-4110,Papp AB,Caco-2,16.36,10^-6 cm/s,-4.786,Semi,10.1016/j.ejmech.2015.04.049
MC-4110,Papp,PAMPA,1.88,10^-6 cm/s,-5.726,Semi,10.1016/j.ejmech.2015.04.049
MC-4111,Papp,PAMPA,0.1,10^-6 cm/s,-7,Non,10.1016/j.ejmech.2015.04.049
MC-4111,Papp AB,Caco-2,14.65,10^-6 cm/s,-4.834,Non,10.1016/j.ejmech.2015.04.049
MC-4112,Papp AB,Caco-2,15.83,10^-6 cm/s,-4.801,Non,10.1016/j.ejmech.2015.04.049
MC-4112,Papp,PAMPA,1.52,10^-6 cm/s,-5.818,Non,10.1016/j.ejmech.2015.04.049
MC-4113,Papp,PAMPA,0.29,10^-6 cm/s,-6.538,Semi,10.1016/j.ejmech.2015.04.049
MC-4113,Papp AB,Caco-2,1.04,10^-6 cm/s,-5.983,Semi,10.1016/j.ejmech.2015.04.049
MC-4114,Papp,MDCK,1.4,10^-6 cm/s,-5.854,Non,10.1021/acs.jmedchem.0c00956
MC-4114,Papp,PAMPA,5.2,10^-6 cm/s,-5.284,Non,10.1021/acs.jmedchem.0c00956
MC-4115,Papp AB,MDCK,0.8,10^-6 cm/s,-6.097,Non,10.1021/acs.jmedchem.5b00128
MC-4115,Papp,PAMPA,1,10^-6 cm/s,-6,Non,10.1021/acs.jmedchem.5b00128
MC-4115,Papp AB,MDCK,3.3,10^-6 cm/s,-5.481,Non,10.1021/acs.jmedchem.5b00128
MC-4116,Papp,PAMPA,8,10^-6 cm/s,-5.097,Non,10.1021/acs.jmedchem.5b00128
MC-4116,Papp AB,MDCK,3.6,10^-6 cm/s,-5.444,Non,10.1021/acs.jmedchem.5b00128
MC-4117,Papp,PAMPA,12,10^-6 cm/s,-4.921,Non,10.1021/acs.jmedchem.5b00128
MC-4118,Papp AB,MDCK,4.2,10^-6 cm/s,-5.377,Non,10.1021/acs.jmedchem.5b00128
MC-4118,Papp AB,MDCK,7.7,10^-6 cm/s,-5.114,Non,10.1021/acs.jmedchem.5b00128
MC-4118,Papp,PAMPA,7,10^-6 cm/s,-5.155,Non,10.1021/acs.jmedchem.5b00128
MC-4119,Papp AB,MDCK,1.4,10^-6 cm/s,-5.854,Non,10.1021/acs.jmedchem.5b00128
MC-4119,Papp AB,MDCK,1.3,10^-6 cm/s,-5.886,Non,10.1021/acs.jmedchem.5b00128
MC-4119,Papp,PAMPA,2,10^-6 cm/s,-5.699,Non,10.1021/acs.jmedchem.5b00128
MC-4120,Papp AB,MDCK,9,10^-6 cm/s,-5.046,Non,10.1021/acs.jmedchem.5b00128
MC-4120,Papp AB,MDCK,2,10^-6 cm/s,-5.699,Non,10.1021/acs.jmedchem.5b00128
MC-4120,Papp,PAMPA,20,10^-6 cm/s,-4.699,Non,10.1021/acs.jmedchem.5b00128
MC-4121,Papp,PAMPA,6,10^-6 cm/s,-5.222,Non,10.1021/acs.jmedchem.5b00128
MC-4122,Papp,PAMPA,4,10^-6 cm/s,-5.398,Non,10.1021/acs.jmedchem.5b00128
MC-4123,Papp,PAMPA,3,10^-6 cm/s,-5.523,Non,10.1021/acs.jmedchem.5b00128
MC-4124,Papp,PAMPA,7,10^-6 cm/s,-5.155,Non,10.1021/acs.jmedchem.5b00128
MC-4124,Papp AB,MDCK,5.7,10^-6 cm/s,-5.244,Non,10.1021/acs.jmedchem.5b00128
MC-4125,Papp,PAMPA,3,10^-6 cm/s,-5.523,Non,10.1021/acs.jmedchem.5b00128
MC-4126,Papp AB,MDCK,9.5,10^-6 cm/s,-5.022,Non,10.1021/acs.jmedchem.5b00128
MC-4126,Papp AB,MDCK,10.1,10^-6 cm/s,-4.996,Non,10.1021/acs.jmedchem.5b00128
MC-4126,Papp,PAMPA,11,10^-6 cm/s,-4.959,Non,10.1021/acs.jmedchem.5b00128
MC-4127,Papp AB,MDCK,11.2,10^-6 cm/s,-4.951,Non,10.1021/acs.jmedchem.5b00128
MC-4127,Papp AB,MDCK,14.2,10^-6 cm/s,-4.848,Non,10.1021/acs.jmedchem.5b00128
MC-4127,Papp,PAMPA,3,10^-6 cm/s,-5.523,Non,10.1021/acs.jmedchem.5b00128
MC-4128,Papp AB,MDCK,11.2,10^-6 cm/s,-4.951,Non,10.1021/acs.jmedchem.5b00128
MC-4128,Papp AB,MDCK,16,10^-6 cm/s,-4.796,Non,10.1021/acs.jmedchem.5b00128
MC-4128,Papp,PAMPA,10,10^-6 cm/s,-5,Non,10.1021/acs.jmedchem.5b00128
MC-4129,Papp,RRCK,0.7,10^-6 cm/s,-6.155,Semi,10.1021/acsmedchemlett.9b00149
MC-4129,Papp AB,Caco-2,1.3±0.2,10^-6 cm/s,-5.886,Semi,10.1021/acs.jmedchem.5b00919
MC-4129,Pe,PAMPA,5.3±2.2,10^-6 cm/s,-5.276,Semi,10.1021/acs.jmedchem.5b00919
MC-4130,Pe,PAMPA,5.6±2.0,10^-6 cm/s,-5.252,Semi,10.1021/acs.jmedchem.5b00919
MC-4130,Papp AB,Caco-2,1.3±0.3,10^-6 cm/s,-5.886,Semi,10.1021/acs.jmedchem.5b00919
